step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
686,CASH_IN,135764.65,C696088965,10699.0,146463.65,C623417449,366094.76,230330.11
686,CASH_OUT,161132.81,C1789669360,165.0,0.0,C851210928,25033.18,186166.0
686,CASH_IN,154437.85,C617613789,50701.0,205138.85,C190090613,202755.03,48317.17
686,TRANSFER,838036.9,C529312019,205138.85,0.0,C423094471,3275980.16,4114017.05
686,TRANSFER,127118.03,C1568623158,0.0,0.0,C307924342,1003817.53,1130935.57
686,CASH_IN,139809.53,C1445412294,5262.0,145071.53,C1645389747,4174203.13,4034393.6
686,CASH_IN,203158.76,C1922914366,121.0,203279.76,C1590575875,1775600.87,1572442.11
686,CASH_IN,196526.79,C136557391,107954.0,304480.79,C521702531,0.0,0.0
686,PAYMENT,26399.58,C799700615,304480.79,278081.21,M1082963897,0.0,0.0
686,CASH_IN,337117.82,C1489525566,21683.0,358800.82,C634285548,895467.27,558349.46
686,PAYMENT,5441.85,C1306800803,358800.82,353358.97,M830893014,0.0,0.0
686,PAYMENT,7255.88,C336732960,353358.97,346103.09,M244943671,0.0,0.0
686,TRANSFER,1637875.33,C1652871533,1637875.33,0.0,C624254500,0.0,0.0
686,CASH_OUT,1637875.33,C1616830000,1637875.33,0.0,C682431891,2042965.58,3680840.92
686,PAYMENT,5080.77,C1699805752,713348.0,708267.23,M659686806,0.0,0.0
686,PAYMENT,11377.91,C1662625704,708267.23,696889.32,M1965050533,0.0,0.0
686,CASH_OUT,296652.76,C390332163,18304.0,0.0,C1478428303,180627.3,477280.07
686,CASH_OUT,137508.7,C537536200,11557.0,0.0,C1035470142,482961.69,620470.38
686,CASH_OUT,308464.93,C234942854,333.0,0.0,C498402411,0.0,308464.93
686,TRANSFER,884615.07,C2030237569,0.0,0.0,C1768097627,1023479.83,1908094.9
686,CASH_OUT,341329.31,C1899082821,61632.0,0.0,C2109353004,0.0,341329.31
686,CASH_OUT,216414.31,C16572621,0.0,0.0,C759594888,709188.24,925602.55
686,CASH_IN,67285.31,C167361941,180050.0,247335.31,C283595663,17060.32,0.0
686,CASH_OUT,289059.96,C1739193812,15631.0,0.0,C1413445023,88476.6,377536.57
686,PAYMENT,9660.55,C466022136,19964.0,10303.45,M2086379461,0.0,0.0
686,CASH_IN,97806.56,C948605134,118920.0,216726.56,C1828720153,325451.91,227645.35
686,CASH_OUT,344830.31,C275094870,216726.56,0.0,C2107706406,3523154.96,3867985.27
686,CASH_OUT,145431.8,C1022886028,22038.0,0.0,C2049372467,0.0,145431.8
686,TRANSFER,238203.56,C486348129,170.0,0.0,C400249344,0.0,238203.56
686,CASH_OUT,318652.29,C1881008848,5978.0,0.0,C630460821,1125616.76,1444269.04
686,CASH_IN,178905.05,C1286489768,10785.0,189690.05,C155290241,0.0,0.0
686,PAYMENT,3083.1,C816763857,2541.0,0.0,M1150062264,0.0,0.0
686,CASH_OUT,125241.26,C1532540819,52003.0,0.0,C1179973476,570272.78,695514.04
686,CASH_OUT,267579.17,C1711087958,106858.0,0.0,C866118597,0.0,267579.17
686,CASH_OUT,33585.32,C587941475,8013.0,0.0,C761280629,0.0,33585.32
686,PAYMENT,9643.64,C55764468,0.0,0.0,M489172514,0.0,0.0
686,CASH_OUT,131860.1,C290675520,99481.0,0.0,C336345100,190824.31,322684.41
686,PAYMENT,4433.88,C1754414935,0.0,0.0,M2088442612,0.0,0.0
686,PAYMENT,12189.86,C553546343,11324.0,0.0,M737981539,0.0,0.0
686,PAYMENT,23601.76,C1391288012,0.0,0.0,M1994736351,0.0,0.0
686,CASH_IN,382165.41,C635140910,103045.0,485210.41,C2095717227,81690.57,0.0
686,CASH_IN,310911.24,C1800051802,10825.0,321736.24,C480602901,0.0,0.0
686,CASH_OUT,111315.34,C1399436481,505391.0,394075.66,C104030295,732442.62,843757.96
686,PAYMENT,21467.59,C256309193,394075.66,372608.06,M1899687684,0.0,0.0
686,PAYMENT,23092.51,C1319966005,372608.06,349515.55,M1350336413,0.0,0.0
686,PAYMENT,26557.46,C1748771556,349515.55,322958.09,M1314431528,0.0,0.0
686,PAYMENT,8142.1,C1761219179,322958.09,314815.99,M1531517054,0.0,0.0
686,PAYMENT,14684.84,C1391143665,314815.99,300131.15,M1495894886,0.0,0.0
686,PAYMENT,12261.64,C1635300194,300131.15,287869.51,M1919012315,0.0,0.0
686,PAYMENT,20349.96,C2044124612,287869.51,267519.55,M1815157539,0.0,0.0
686,PAYMENT,7508.72,C1224099428,267519.55,260010.83,M881149364,0.0,0.0
686,PAYMENT,4661.27,C2071107101,260010.83,255349.56,M536769107,0.0,0.0
686,PAYMENT,13228.11,C1698812590,255349.56,242121.45,M2071434071,0.0,0.0
686,PAYMENT,16821.1,C341454938,242121.45,225300.35,M2027598952,0.0,0.0
686,PAYMENT,1321.01,C325442943,225300.35,223979.34,M1422854511,0.0,0.0
686,CASH_IN,24390.06,C298986316,23235.0,47625.06,C398288791,0.0,0.0
686,TRANSFER,85036.07,C1015457002,6015.0,0.0,C11929609,1078956.86,1163992.93
686,CASH_OUT,96722.79,C28641312,31871.0,0.0,C1932216733,0.0,96722.79
686,CASH_OUT,1041.25,C765324552,36080.0,35038.75,C340149798,2318181.32,2319222.57
686,CASH_IN,277620.78,C764750780,97385.0,375005.78,C203873353,28004.64,0.0
686,CASH_OUT,140580.15,C608004880,50222.0,0.0,C968882805,155942.2,296522.35
686,CASH_OUT,160979.88,C232817599,101231.0,0.0,C246047206,0.0,160979.88
686,PAYMENT,4836.06,C1339542182,0.0,0.0,M1260109867,0.0,0.0
686,PAYMENT,542.43,C70338483,50950.0,50407.57,M222675441,0.0,0.0
686,CASH_IN,206956.5,C2083956741,22170.0,229126.5,C802491173,5860.19,0.0
686,PAYMENT,1227.05,C1773741360,229126.5,227899.45,M1731980139,0.0,0.0
686,PAYMENT,8785.72,C1154671668,11682.0,2896.28,M225249835,0.0,0.0
686,CASH_IN,489425.11,C769474067,20914.0,510339.11,C2082966562,0.0,0.0
686,CASH_OUT,267808.23,C352708720,7082.0,0.0,C713662240,2394292.12,2662100.35
686,TRANSFER,354516.06,C1185238432,11053.0,0.0,C1242859600,134841.12,489357.18
686,PAYMENT,16214.14,C603732749,218099.0,201884.86,M1729471687,0.0,0.0
686,PAYMENT,31482.23,C1575585341,201884.86,170402.63,M835524717,0.0,0.0
686,CASH_OUT,45903.84,C1940613386,104182.0,58278.16,C794549599,231967.98,277871.82
686,CASH_OUT,160366.13,C961726500,58278.16,0.0,C869030806,1937464.22,2097830.35
686,PAYMENT,17191.39,C672885085,145927.0,128735.61,M1900810819,0.0,0.0
686,PAYMENT,11344.8,C1502070361,128735.61,117390.81,M1991980709,0.0,0.0
686,CASH_OUT,173465.37,C85584046,29728.0,0.0,C1007255898,482707.06,656172.43
686,CASH_IN,111482.36,C349580356,106699.0,218181.36,C454969803,120002.42,8520.06
686,TRANSFER,214746.81,C1929676169,5042.0,0.0,C825311043,368604.27,583351.07
686,PAYMENT,9801.0,C1554352978,0.0,0.0,M380847344,0.0,0.0
686,PAYMENT,4848.36,C857931374,0.0,0.0,M1692212558,0.0,0.0
686,CASH_OUT,239971.78,C340977052,10666.0,0.0,C694554008,109589.8,349561.58
686,PAYMENT,4798.14,C407545634,53980.0,49181.86,M1019214795,0.0,0.0
686,CASH_OUT,88006.95,C813999743,5740.0,0.0,C1205735223,237407.07,325414.02
686,CASH_OUT,353257.94,C872012790,271.0,0.0,C109975711,0.0,353257.94
686,CASH_OUT,199977.38,C2126977308,0.0,0.0,C1578413149,733247.13,933224.52
686,PAYMENT,18273.99,C1030083756,16813.0,0.0,M684141089,0.0,0.0
686,PAYMENT,2818.26,C1427927716,0.0,0.0,M324374242,0.0,0.0
686,PAYMENT,10147.99,C456848,454.0,0.0,M285301907,0.0,0.0
686,PAYMENT,11494.74,C658408773,14273.0,2778.26,M413347294,0.0,0.0
686,CASH_OUT,8523.86,C802591778,32062.0,23538.14,C1881803472,0.0,8523.86
686,CASH_OUT,166255.58,C875077775,20466.0,0.0,C1036467927,0.0,166255.58
686,CASH_OUT,272973.12,C1735331810,12483.0,0.0,C529763415,27623.71,300596.83
686,CASH_OUT,29121.51,C1721959180,5097.0,0.0,C1024586843,0.0,29121.51
686,CASH_OUT,192204.57,C2110778494,0.0,0.0,C444228469,9112679.3,9304883.88
686,CASH_OUT,75694.78,C202508176,108740.0,33045.22,C1540807707,83323.37,159018.15
686,CASH_OUT,29904.11,C329058799,850033.0,820128.89,C1666979035,0.0,29904.11
686,CASH_OUT,47630.87,C1842922483,28565.0,0.0,C1294084811,1744773.34,1792404.2
686,PAYMENT,12621.52,C1878425130,19540.0,6918.48,M1933888195,0.0,0.0
686,PAYMENT,5734.46,C149776181,6918.48,1184.02,M595720832,0.0,0.0
686,CASH_OUT,210756.77,C2145044468,30824.0,0.0,C514727758,378038.2,588794.96
686,TRANSFER,1180022.81,C714938398,614.0,0.0,C1139472270,1728867.32,2908890.12
686,PAYMENT,24072.55,C1227495095,0.0,0.0,M1708368104,0.0,0.0
686,PAYMENT,26524.53,C1277112001,0.0,0.0,M234918580,0.0,0.0
686,PAYMENT,8707.21,C386310765,57668.0,48960.79,M1865057413,0.0,0.0
686,PAYMENT,5542.42,C1526122119,48960.79,43418.36,M1349089887,0.0,0.0
686,PAYMENT,26785.66,C1927200757,43418.36,16632.71,M1240142727,0.0,0.0
686,CASH_OUT,243548.04,C625288899,635191.0,391642.96,C820367229,137653.13,381201.18
686,CASH_IN,164957.37,C1046813622,4602.0,169559.37,C1613896112,3624819.66,3459862.29
686,CASH_OUT,260467.33,C969095832,169559.37,0.0,C1677601349,7940405.63,8200872.95
686,CASH_IN,235114.59,C681926924,13718.0,248832.59,C1488985514,0.0,0.0
686,CASH_OUT,352721.98,C618277349,398.0,0.0,C1639400755,654955.16,1007677.14
686,CASH_OUT,115214.11,C854867555,100468.0,0.0,C857283564,0.0,115214.11
686,PAYMENT,7432.48,C314819935,0.0,0.0,M292387594,0.0,0.0
686,CASH_IN,115663.67,C1678638531,461418.0,577081.67,C354532837,500799.5,385135.84
686,CASH_OUT,398677.73,C1998180359,22287.0,0.0,C1896708924,0.0,398677.73
686,TRANSFER,538766.57,C2071726726,812.0,0.0,C1151338693,581331.24,1120097.81
686,PAYMENT,14969.59,C20155336,0.0,0.0,M182160840,0.0,0.0
686,PAYMENT,10749.86,C872152444,87.0,0.0,M684259775,0.0,0.0
686,CASH_OUT,438832.46,C892881573,1673.0,0.0,C429099916,365260.33,804092.79
686,CASH_OUT,87162.37,C1666921479,81930.0,0.0,C1105209658,381298.59,468460.96
686,CASH_OUT,460257.2,C254223629,19980.0,0.0,C79157502,1110042.91,1570300.1
686,CASH_IN,224098.32,C1624059991,854.0,224952.32,C1931755701,2390859.91,2166761.59
686,CASH_IN,224528.75,C391590793,2367.0,226895.75,C707152519,832546.25,608017.5
686,PAYMENT,1014.11,C764860008,226895.75,225881.63,M456098202,0.0,0.0
686,PAYMENT,22613.1,C308888864,20894.0,0.0,M1015871391,0.0,0.0
686,CASH_OUT,266542.65,C665994224,346.0,0.0,C322751310,813059.0,1079601.65
686,CASH_OUT,295465.26,C1089877453,157956.0,0.0,C1367981511,0.0,295465.26
686,TRANSFER,220288.35,C418265270,61919.0,0.0,C1766999256,3949696.39,4169984.73
686,CASH_IN,48310.88,C1132790843,246.0,48556.88,C1165695715,10583.96,0.0
686,CASH_IN,367928.85,C1990025848,35762.0,403690.85,C392136717,131532.94,0.0
686,CASH_OUT,173632.83,C120879419,20644.0,0.0,C852165752,224083.81,397716.64
686,CASH_IN,15332.52,C1853283043,0.0,15332.52,C690470781,19973.27,4640.75
686,CASH_IN,187839.99,C96055242,15332.52,203172.51,C148753113,206058.24,18218.25
686,CASH_IN,91021.29,C405439399,203172.51,294193.8,C656124823,128667.85,37646.56
686,CASH_IN,181492.57,C1014225976,294193.8,475686.36,C1043409702,375933.64,194441.08
686,CASH_IN,169123.05,C1678420119,475686.36,644809.41,C301151866,5407627.24,5238504.2
686,CASH_IN,104723.27,C738565155,644809.41,749532.68,C2040038374,6329494.03,6224770.76
686,CASH_IN,117568.34,C1618871743,749532.68,867101.02,C128046515,3517268.82,3399700.48
686,CASH_IN,44921.48,C1120835476,867101.02,912022.5,C229545744,2472636.15,2427714.68
686,CASH_IN,168155.13,C1941033290,912022.5,1080177.62,C1703654949,1565122.83,1396967.7
686,CASH_IN,11490.03,C1943383963,1080177.62,1091667.65,C149889964,269119.98,257629.95
686,CASH_IN,62002.95,C1670778787,1091667.65,1153670.6,C139652442,339627.13,277624.18
686,CASH_IN,35384.79,C1431455346,1153670.6,1189055.39,C399912884,1122720.92,1087336.13
686,CASH_IN,132735.95,C672458259,1189055.39,1321791.34,C872085253,244696.95,111961.0
686,CASH_IN,94688.54,C1986211325,1321791.34,1416479.88,C242275561,496780.72,402092.18
686,CASH_IN,354262.04,C626777989,1416479.88,1770741.92,C679463557,2166475.72,1812213.68
686,CASH_IN,216310.05,C1652391050,1770741.92,1987051.97,C814814042,5091839.8,4875529.75
686,CASH_IN,52804.16,C1834367656,1987051.97,2039856.13,C2112578501,94911.61,42107.45
686,CASH_IN,225543.27,C37088826,2039856.13,2265399.4,C1186588888,585658.37,360115.1
686,CASH_IN,45562.9,C2045357582,2265399.4,2310962.3,C116340018,558161.06,512598.16
686,CASH_IN,114862.36,C1886979221,2310962.3,2425824.66,C826936188,5701366.29,5586503.92
686,CASH_IN,195103.43,C749134664,2425824.66,2620928.09,C870997380,1772785.96,1577682.53
686,CASH_IN,69674.54,C30379224,2620928.09,2690602.64,C693665981,358601.87,288927.33
686,CASH_IN,400283.6,C904059697,2690602.64,3090886.24,C1394539776,437157.38,36873.78
686,CASH_IN,266153.11,C226962612,3090886.24,3357039.35,C659828020,270614.95,4461.84
686,CASH_IN,61488.78,C379597551,3357039.35,3418528.13,C282995598,1600694.22,1539205.44
686,CASH_IN,128263.63,C1811203503,3418528.13,3546791.76,C877537172,1.162022482E7,1.149196119E7
686,CASH_IN,75786.08,C1223467187,3546791.76,3622577.84,C365081588,4522281.67,4446495.6
686,CASH_IN,122227.86,C2084226966,3622577.84,3744805.69,C1444039375,2552188.2,2429960.34
686,CASH_IN,27484.87,C1805301172,3744805.69,3772290.56,C1839558891,118338.04,90853.17
686,CASH_IN,291223.22,C646892757,3772290.56,4063513.78,C981931694,850927.14,559703.92
686,CASH_IN,181564.1,C189405583,4063513.78,4245077.88,C1583039487,4655354.43,4473790.33
686,CASH_IN,312192.09,C568748295,4245077.88,4557269.97,C1966272198,3084787.82,2772595.74
686,CASH_IN,215298.1,C535781274,4557269.97,4772568.07,C349670536,420718.53,205420.43
686,CASH_IN,31924.55,C1331151062,4772568.07,4804492.62,C1766215508,1302250.49,1270325.94
686,CASH_IN,349773.73,C344604370,4804492.62,5154266.35,C166163606,2075495.19,1725721.46
686,CASH_IN,187713.86,C112644885,5154266.35,5341980.21,C1022023283,4340241.8,4618608.7
686,CASH_IN,294819.52,C1665159126,5341980.21,5636799.73,C998453840,968491.05,673671.53
686,CASH_IN,72826.36,C308310552,5636799.73,5709626.09,C1671597130,77918.84,5092.48
686,CASH_IN,99283.88,C1473884712,5709626.09,5808909.97,C1683741102,5559552.47,5460268.58
686,CASH_IN,203113.71,C1732767165,5808909.97,6012023.68,C913749301,1629032.85,1425919.14
686,CASH_IN,219646.6,C110637180,6012023.68,6231670.28,C1908678434,386391.73,166745.13
686,CASH_IN,72514.41,C402223621,6231670.28,6304184.69,C251362138,991977.75,919463.34
686,CASH_IN,31604.54,C220977696,6304184.69,6335789.23,C1115716238,597916.67,566312.13
686,CASH_IN,93156.52,C1440347197,6335789.23,6428945.75,C495559922,239471.22,146314.7
686,CASH_IN,21539.98,C302327082,6428945.75,6450485.74,C926045143,42253.51,20713.53
686,CASH_IN,11931.17,C1311773749,6450485.74,6462416.9,C1315657911,294764.02,282832.85
686,CASH_IN,150036.08,C496581897,6462416.9,6612452.98,C225499695,233302.87,83266.79
686,CASH_IN,49081.52,C133913243,6612452.98,6661534.51,C1212517029,450959.15,401877.63
686,CASH_IN,36637.36,C1022100283,6661534.51,6698171.87,C1274582502,919046.1,882408.74
686,CASH_IN,352509.35,C1924344111,6698171.87,7050681.22,C1390293697,963728.85,611219.5
686,CASH_IN,371592.9,C638989061,7050681.22,7422274.12,C1597386806,718427.04,346834.14
686,CASH_IN,36326.08,C2078579422,7422274.12,7458600.2,C953368046,2973066.11,2936740.04
686,CASH_IN,470927.38,C659401538,7458600.2,7929527.58,C1857458087,4231159.97,3760232.59
686,CASH_IN,36901.45,C1289491669,7929527.58,7966429.03,C496293655,1099064.5,1062163.04
686,CASH_IN,209956.98,C1539676240,7966429.03,8176386.01,C199710349,913925.77,703968.79
686,CASH_IN,102650.25,C69782428,8176386.01,8279036.26,C1581651568,611194.02,508543.77
686,CASH_OUT,504224.96,C1324709856,31629.0,0.0,C134509682,1864107.52,2368332.48
686,CASH_IN,65419.94,C1654896727,65060.0,130479.94,C950155236,0.0,0.0
686,PAYMENT,8938.44,C366193483,130479.94,121541.5,M1466299974,0.0,0.0
686,CASH_OUT,268890.1,C852152637,32181.0,0.0,C740184427,477458.43,746348.53
686,CASH_IN,227879.07,C1305785907,11485.0,239364.07,C420030453,10949.13,0.0
686,CASH_OUT,237612.28,C1171637553,239364.07,1751.79,C733673563,952423.04,1190035.32
686,CASH_OUT,22404.85,C1039846411,1751.79,0.0,C996186881,611914.51,634319.36
686,PAYMENT,20991.71,C1507701168,16625.0,0.0,M827388310,0.0,0.0
686,CASH_OUT,271023.89,C1523013312,10993.0,0.0,C1182538734,0.0,271023.89
686,CASH_OUT,183213.75,C834028295,9206.0,0.0,C85516830,0.0,183213.75
686,CASH_OUT,267087.62,C89269424,11432.0,0.0,C1307737440,274771.83,541859.45
686,PAYMENT,8453.71,C867740109,0.0,0.0,M1395234860,0.0,0.0
686,CASH_OUT,348563.21,C1342457653,35705.0,0.0,C297102436,12285.31,360848.52
686,CASH_OUT,9756.29,C1147637281,21309.0,11552.71,C1399562925,149021.69,158777.98
686,CASH_OUT,151228.89,C854040993,11552.71,0.0,C1938044247,7573223.68,7724452.57
686,CASH_OUT,429515.98,C756066089,342496.0,0.0,C663869268,44007.03,473523.0
686,PAYMENT,34290.42,C1608474705,0.0,0.0,M657586957,0.0,0.0
686,CASH_IN,210102.17,C676637923,1268.0,211370.17,C1036262998,291557.62,81455.45
686,PAYMENT,14953.93,C5599023,103683.0,88729.07,M606886556,0.0,0.0
686,PAYMENT,28439.36,C216872071,88729.07,60289.71,M22258253,0.0,0.0
686,CASH_OUT,608879.71,C718575967,84586.0,0.0,C1933505264,1156480.7,1765360.41
686,CASH_OUT,293824.38,C1827327523,43984.0,0.0,C707635774,1260717.51,1554541.89
686,CASH_OUT,24512.92,C155616821,183.0,0.0,C2036266547,0.0,24512.92
686,CASH_OUT,18306.77,C362486938,230053.0,211746.23,C2013874526,502275.71,520582.49
686,PAYMENT,1119.47,C462119191,211746.23,210626.76,M556412819,0.0,0.0
686,CASH_OUT,232668.98,C484471469,76442.0,0.0,C360466775,2.008952033E7,2.032218931E7
686,TRANSFER,482514.71,C1364382311,65682.0,0.0,C1864415999,2.981362078E7,3.02961355E7
686,CASH_IN,288271.01,C294748803,9964.0,298235.01,C77388016,0.0,0.0
686,CASH_OUT,233619.96,C1639408021,4764.0,0.0,C1229048697,0.0,233619.96
686,CASH_OUT,417720.33,C2120024596,70779.0,0.0,C2019159165,4132.42,421852.75
686,CASH_OUT,319192.78,C962278994,0.0,0.0,C1713753825,2558239.08,2877431.85
686,CASH_OUT,112703.16,C608382560,0.0,0.0,C816133776,899659.2,1012362.36
686,CASH_OUT,37858.59,C2116176052,313678.0,275819.41,C503184671,236731.22,274589.81
686,PAYMENT,3328.6,C1752803526,22883.0,19554.4,M141617725,0.0,0.0
686,CASH_IN,335723.31,C905831805,12246.0,347969.31,C1142227341,855040.87,519317.57
686,PAYMENT,4244.66,C1509321886,347969.31,343724.65,M2087502078,0.0,0.0
686,PAYMENT,20.13,C1933769804,58374.0,58353.87,M692992340,0.0,0.0
686,CASH_IN,303415.27,C1127625343,33178.0,336593.27,C1895212070,2386385.79,2082970.52
686,TRANSFER,1467968.73,C1506243031,1467968.73,0.0,C1384352082,0.0,0.0
686,CASH_OUT,1467968.73,C1032013375,1467968.73,0.0,C293921513,0.0,1467968.73
686,PAYMENT,12991.11,C1700744258,55768.0,42776.89,M394805084,0.0,0.0
686,CASH_OUT,176320.32,C1973661107,61751.0,0.0,C1493469255,0.0,176320.32
686,CASH_IN,199073.44,C1387708294,79752.0,278825.44,C841501800,0.0,0.0
686,PAYMENT,4107.98,C1301599438,33978.0,29870.02,M456159487,0.0,0.0
686,CASH_IN,216404.2,C1930860575,830.0,217234.2,C1514323080,0.0,0.0
